month_year,master_category,borough,total,usual_status,temporarily_closed,permanently_closed
10_2020,restaurants,Enfield,233,0.9785407725321889,0.012875536480686695,0.008583690987124463
10_2020,restaurants,Greenwich,247,0.951417004048583,0.03643724696356275,0.012145748987854251
10_2020,restaurants,Hackney,558,0.9390681003584229,0.04659498207885305,0.014336917562724014
10_2020,restaurants,Hammersmith and Fulham,372,0.956989247311828,0.02956989247311828,0.013440860215053764
10_2020,restaurants,Haringey,300,0.96,0.03,0.01
10_2020,restaurants,Harrow,176,0.9715909090909091,0.017045454545454544,0.011363636363636364
10_2020,restaurants,Havering,155,0.9741935483870968,0.012903225806451613,0.012903225806451613
10_2020,restaurants,Hillingdon,211,0.9620853080568721,0.023696682464454975,0.014218009478672985
10_2020,restaurants,Hounslow,214,0.9485981308411215,0.037383177570093455,0.014018691588785047
10_2020,restaurants,Islington,619,0.9289176090468497,0.061389337641357025,0.009693053311793215
